"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.916414000E0,-7.535354320E-2,7.473795564E-1,-2.761806598E0
3.926340000E0,2.183664612E-2,8.567869547E-1,-2.645508403E0
3.936266000E0,9.274243165E-2,8.254621048E-1,-2.252234618E0
3.946193000E0,1.411207591E-1,7.050438148E-1,-1.767400453E0
3.956119000E0,2.216007755E-1,5.868511212E-1,-1.348244553E0
3.966045000E0,3.268062184E-1,5.566282156E-1,-1.023970837E0
3.975972000E0,4.939561138E-1,5.320334014E-1,-8.580677873E-1
3.985898000E0,6.894456361E-1,5.344472051E-1,-7.875123596E-1
3.995825000E0,8.140771374E-1,6.002110588E-1,-6.998813081E-1
4.005751000E0,8.077046225E-1,7.370991281E-1,-5.569782811E-1
4.015677000E0,7.759880092E-1,9.145375648E-1,-4.882045001E-1
4.025604000E0,8.476271452E-1,1.161230570E0,-5.742883784E-1
4.035530833E0,1.183429817E0,1.407489273E0,-6.920624113E-1
4.045456833E0,1.683186076E0,1.583864394E0,-6.598448378E-1
4.055383833E0,2.048184626E0,1.691904713E0,-3.339379942E-1
4.065309833E0,2.299751870E0,1.604267083E0,2.459835917E-1
4.075236833E0,2.275081882E0,1.435418060E0,9.344318390E-1
4.085162833E0,2.106645088E0,1.223747026E0,1.436947399E0
4.095088833E0,1.650705962E0,1.043449374E0,1.769049953E0
4.105015833E0,1.027423033E0,9.330916572E-1,1.916851192E0
4.114941833E0,4.444583369E-1,8.670342732E-1,1.749604452E0
4.124867833E0,5.401621275E-3,7.281059642E-1,1.388843526E0
4.134794833E0,-2.777499794E-1,5.732241851E-1,1.194400801E0
4.144720833E0,-4.369992266E-1,3.834547745E-1,1.455026405E0
4.154647833E0,-4.583530755E-1,1.789152972E-2,2.069461766E0
4.164573833E0,-4.456427635E-1,-5.041892528E-1,2.760579852E0
4.174499833E0,-5.523527316E-1,-1.088966659E0,3.318883113E0
4.184426833E0,-8.384611961E-1,-1.648623184E0,3.711712509E0
4.194352833E0,-1.364297499E0,-2.056176600E0,3.921036397E0
4.204278833E0,-2.063754884E0,-1.960498318E0,3.958090788E0
4.214205833E0,-2.636022172E0,-1.233151469E0,3.662625718E0
4.224131833E0,-2.759524430E0,-1.205406430E-1,2.904450594E0
4.234058833E0,-1.764406240E0,6.658266856E-1,1.872498892E0
4.243984833E0,-3.790066514E-1,8.366334296E-1,1.154223413E0
4.253910833E0,6.379744971E-1,3.437591969E-1,1.181532834E0
4.263837833E0,8.780556900E-1,-5.903382544E-1,1.922301382E0
4.273763833E0,2.589375132E-1,-1.513485113E0,2.719086256E0
4.283689833E0,-7.839840766E-1,-2.152908843E0,2.983824207E0
4.293616833E0,-1.845058494E0,-2.520746655E0,2.521244545E0
4.303542833E0,-2.532382906E0,-2.474477052E0,1.357466197E0
4.313468833E0,-2.704517041E0,-2.006072248E0,-7.068991363E-2
4.323395833E0,-2.338824427E0,-1.303263970E0,-1.372637967E0
4.333321833E0,-1.737143305E0,-6.504322824E-1,-2.228300795E0
4.343248833E0,-1.109413934E0,-1.698852959E-1,-2.590240520E0
4.353174833E0,-5.543960776E-1,2.407747458E-1,-2.492347021E0
4.363100833E0,-1.352592543E-1,4.455133939E-1,-2.189252504E0
4.373027833E0,1.067432606E-1,3.365837131E-1,-1.873793465E0
4.382953833E0,1.177984451E-1,-4.895223163E-2,-1.687622797E0
4.392879833E0,-2.461721644E-2,-5.010875241E-1,-1.636087192E0
4.402806833E0,-1.118358200E-1,-8.029923514E-1,-1.663852696E0
4.412732833E0,-2.096861965E-1,-9.620629296E-1,-1.751885451E0
4.422659833E0,-2.412000576E-1,-1.059022117E0,-1.894064008E0
4.432585833E0,-1.599673949E-1,-1.046358218E0,-2.110288196E0
4.442511833E0,-3.754621424E-2,-8.538952873E-1,-2.311725360E0
4.452438833E0,1.713794057E-1,-5.436558388E-1,-2.469909500E0
4.462364833E0,3.831089117E-1,-1.761138962E-1,-2.557561017E0
4.472290833E0,5.596173488E-1,1.447170525E-1,-2.597509779E0
4.482217833E0,6.312746843E-1,4.218812871E-1,-2.587288261E0
4.492143833E0,6.729838968E-1,6.668185195E-1,-2.682177461E0
4.502069833E0,6.630207530E-1,8.813769085E-1,-2.780805956E0
4.511996833E0,6.371074281E-1,1.079949302E0,-2.876700878E0
4.521922833E0,6.224863192E-1,1.250381020E0,-2.947363309E0
4.531849833E0,5.344905476E-1,1.416624524E0,-2.828976488E0
4.541775833E0,4.000273186E-1,1.517721275E0,-2.551361214E0
4.551701833E0,2.759314223E-1,1.483810640E0,-2.266840378E0
4.561628833E0,1.740644471E-1,1.418981245E0,-1.993093037E0
4.571554833E0,9.192356564E-2,1.294990598E0,-1.689420816E0
4.581480833E0,4.213686325E-2,1.090682890E0,-1.306429360E0
4.591407833E0,-4.306291603E-2,9.431490874E-1,-8.755123705E-1
4.601333833E0,-9.758670364E-2,8.179159076E-1,-4.938271827E-1
4.611260833E0,-1.316537880E-1,7.448610145E-1,-1.631045723E-1
4.621186833E0,-2.318416621E-1,6.851758531E-1,2.019113731E-1
4.631112833E0,-3.791901078E-1,6.832637405E-1,5.410475421E-1
4.641039833E0,-4.879587708E-1,6.812376802E-1,8.700727057E-1
4.650965833E0,-4.896812144E-1,6.512084272E-1,1.227935752E0
4.660891833E0,-4.762602465E-1,6.042729002E-1,1.668496554E0
4.670818833E0,-3.984966637E-1,5.166837294E-1,2.146033394E0
4.680744833E0,-3.554556017E-1,3.989935309E-1,2.579267051E0
4.690671833E0,-4.175910753E-1,3.277146564E-1,2.996809704E0
4.700597833E0,-5.135298509E-1,3.367955285E-1,3.257256383E0
4.710523833E0,-5.948516836E-1,3.786963835E-1,3.276370931E0
4.720450833E0,-5.467995212E-1,4.706822220E-1,3.100778461E0
4.730376833E0,-2.362931474E-1,5.330668967E-1,2.878496557E0
4.740302833E0,1.735475898E-1,4.303506866E-1,2.812330050E0
4.750229833E0,2.267992243E-1,2.945474951E-1,3.072456302E0
4.760155833E0,-4.957902757E-1,5.177595440E-1,3.632482152E0
4.770081833E0,-1.141272927E0,9.642543199E-1,3.925137050E0
4.780008833E0,-9.735188676E-1,1.249756684E0,3.520235492E0
4.789934833E0,8.350186662E-2,1.111805006E0,2.703852505E0
4.799861833E0,1.550019832E0,4.601374264E-1,2.138731976E0
4.809787833E0,2.454722819E0,-5.940695089E-1,2.460255162E0
4.819713833E0,2.399852547E0,-1.754717696E0,3.391607273E0
4.829640833E0,1.802045206E0,-2.773566226E0,3.979115036E0
4.839566833E0,8.636985829E-1,-3.276481151E0,3.852160290E0
4.849492833E0,-1.115740475E-1,-3.297009264E0,2.905876729E0
4.859419833E0,-7.795845585E-1,-3.057295349E0,1.413370841E0
4.869345833E0,-9.246452811E-1,-2.585362481E0,-1.047920448E-1
4.879271833E0,-6.761641243E-1,-1.938203762E0,-1.318550053E0
4.889198833E0,-1.876433447E-1,-1.172089946E0,-1.886900584E0
4.899124833E0,5.373714342E-1,-4.790858404E-1,-1.880622429E0
4.909051833E0,1.292088333E0,1.086551540E-2,-1.666208539E0
4.918977833E0,1.733486164E0,2.147736396E-1,-1.393730044E0
4.928903833E0,1.852202914E0,7.445727468E-2,-1.130439278E0
4.938830833E0,1.491677776E0,-3.475554286E-1,-9.370239097E-1
4.948756833E0,8.068187694E-1,-8.621155954E-1,-9.278899741E-1
4.958682833E0,2.419700629E-1,-1.155204576E0,-9.899605072E-1
4.968609833E0,-1.347660325E-1,-1.232031727E0,-1.185468010E0
4.978535833E0,-2.705753179E-1,-1.109710460E0,-1.503503916E0
4.988461833E0,-2.001924562E-1,-7.042319289E-1,-1.791843569E0
4.998388833E0,9.484212111E-2,-1.393706143E-1,-2.068794014E0
5.008314833E0,3.596549258E-1,3.365003172E-1,-2.305457144E0
5.018241833E0,5.635796414E-1,6.530054958E-1,-2.429932671E0
5.028167833E0,6.552371588E-1,8.795731886E-1,-2.430906233E0
5.038093375E0,6.299980178E-1,9.991945763E-1,-2.338862872E0
5.048020375E0,5.270773014E-1,1.015990849E0,-2.196196073E0
5.057946375E0,4.939527151E-1,9.884880321E-1,-2.097122020E0
5.067872375E0,5.321500533E-1,9.425035547E-1,-2.049240341E0
5.077799375E0,5.310232218E-1,9.123389386E-1,-1.969914674E0
5.087725375E0,5.390559804E-1,8.720747193E-1,-1.887314567E0
5.097652375E0,6.089635366E-1,8.551874489E-1,-1.821513510E0
5.107578375E0,6.878106084E-1,7.889712399E-1,-1.728731647E0
5.117504375E0,7.320391669E-1,7.257911977E-1,-1.507949554E0
5.127431375E0,7.748206857E-1,7.334804325E-1,-1.228025799E0
5.137357375E0,8.230091979E-1,8.075354918E-1,-1.037090235E0
5.147283375E0,8.603069785E-1,9.136259839E-1,-9.882145286E-1
5.157210375E0,9.600088759E-1,9.755653931E-1,-1.009097859E0
5.167136375E0,1.106171068E0,9.993392218E-1,-1.004834070E0
5.177062375E0,1.098935065E0,1.038598524E0,-7.881672478E-1
5.186989375E0,1.079584363E0,1.088326316E0,-4.404912204E-1
5.196915375E0,1.036404576E0,1.188465366E0,-5.941648185E-2
5.206842375E0,8.559023441E-1,1.320615290E0,2.545310515E-1
5.216768375E0,5.922090711E-1,1.406387511E0,4.343621689E-1
5.226694375E0,3.195478503E-1,1.434197600E0,5.775043470E-1
5.236621375E0,1.930056252E-2,1.423009976E0,8.396841413E-1
5.246547375E0,-1.323493143E-1,1.239230965E0,1.213624692E0
5.256473375E0,-1.247701534E-1,9.579959719E-1,1.756951479E0
5.266400375E0,1.154543694E-1,4.922973318E-1,2.351151965E0
5.276326375E0,2.446377819E-1,-1.196356402E-1,2.977882851E0
5.286253375E0,1.235338327E-1,-7.392773621E-1,3.560954332E0
5.296179375E0,-1.807777085E-1,-1.363275844E0,4.006717402E0
5.306105375E0,-8.283875399E-1,-1.655090351E0,4.286742314E0
5.316032375E0,-1.670631811E0,-1.328277043E0,4.324936911E0
5.325958375E0,-2.174678904E0,-4.162473852E-1,3.879762071E0
5.335884375E0,-1.811325614E0,5.262446213E-1,3.046888182E0
5.345811375E0,-6.609753238E-1,9.344762778E-1,2.334980321E0
5.355737375E0,5.641128344E-1,5.827263856E-1,2.181333035E0
5.365663375E0,9.456265526E-1,-2.974999005E-1,2.904070525E0
5.375590375E0,2.794699379E-1,-1.209676652E0,3.872986903E0
5.385516375E0,-1.035914287E0,-1.758704474E0,4.032029414E0
5.395443375E0,-2.403783338E0,-1.949976254E0,3.025007316E0
5.405369375E0,-3.456040958E0,-1.841672371E0,1.274859073E0
5.415295375E0,-4.084242711E0,-1.391557511E0,-5.069167596E-1
5.425222375E0,-3.973247355E0,-8.887867194E-1,-1.914819869E0
5.435148375E0,-3.256421986E0,-3.991930671E-1,-2.481551306E0
5.445074375E0,-2.268029702E0,1.700384930E-2,-2.045110452E0
5.455001375E0,-1.360473712E0,9.913215928E-2,-9.985582530E-1
5.464927375E0,-5.455883436E-1,-1.361234728E-1,1.314436537E-1
5.474853375E0,8.404838942E-2,-4.369046845E-1,1.082935329E0
5.484780375E0,5.169863228E-1,-8.403472155E-1,1.637139691E0
5.494706375E0,6.081121089E-1,-1.318843876E0,1.751988362E0
5.504633375E0,4.514410818E-1,-1.620829175E0,1.430928860E0
5.514559375E0,2.679398865E-1,-1.655799033E0,7.133597249E-1
5.524485375E0,7.271495059E-2,-1.496916151E0,-3.373609543E-1
5.534412375E0,-1.544936702E-2,-1.114454307E0,-1.546487383E0
5.544338375E0,1.141237624E-2,-6.538085378E-1,-2.811292169E0
5.554264375E0,1.751822155E-1,-1.804582313E-1,-3.958093711E0
5.564191375E0,4.383689003E-1,3.019703892E-1,-4.810734698E0
5.574117375E0,7.033491455E-1,7.252990814E-1,-5.323225608E0
5.584043375E0,8.035595313E-1,1.089574477E0,-5.511708850E0
5.593970375E0,8.521559599E-1,1.315144489E0,-5.462299293E0
5.603896375E0,8.558110544E-1,1.419879815E0,-5.286013343E0
5.613823375E0,7.477879114E-1,1.465325399E0,-5.098830521E0
5.623749375E0,5.755516693E-1,1.419638618E0,-4.816251546E0
5.633675375E0,4.623963520E-1,1.296664071E0,-4.358642601E0
5.643602375E0,2.409340093E-1,1.150707263E0,-3.766992670E0
5.653528375E0,1.757687643E-2,1.014294353E0,-3.128082034E0
5.663454375E0,-1.263821577E-1,8.253439180E-1,-2.570463483E0
5.673381375E0,-3.093187313E-1,6.660080224E-1,-2.006665594E0
5.683307375E0,-3.605281343E-1,5.414785915E-1,-1.407667467E0
5.693233375E0,-3.160696341E-1,4.456465642E-1,-7.671552783E-1
5.703160375E0,-3.024517612E-1,3.916824282E-1,-1.571263790E-2
5.713086375E0,-2.591594882E-1,3.981334785E-1,7.678896886E-1
5.723013375E0,-1.643836507E-1,4.283019684E-1,1.479611608E0
5.732939375E0,-1.417897171E-1,4.933728540E-1,2.120957610E0
5.742865375E0,-1.906404995E-1,6.003782161E-1,2.688015321E0
5.752792375E0,-2.855533080E-1,7.503228255E-1,3.031996493E0
5.762718375E0,-4.912360621E-1,9.108383969E-1,3.143424543E0
5.772644375E0,-7.330138247E-1,1.032473054E0,3.047960562E0
5.782571375E0,-1.005443642E0,1.117069035E0,2.855835673E0
5.792497375E0,-1.204900281E0,1.111036828E0,2.750751268E0
5.802423375E0,-1.313086707E0,1.064692747E0,2.840444632E0
5.812350375E0,-1.327389289E0,1.016279117E0,3.040616459E0
5.822276375E0,-1.234088193E0,9.768964387E-1,3.195148428E0
5.832203375E0,-1.022835746E0,9.115597972E-1,3.239204859E0
5.842129375E0,-6.879141773E-1,7.977708609E-1,3.280910125E0
5.852055375E0,-3.103762002E-1,4.963754358E-1,3.524239081E0
5.861982375E0,-5.038881943E-2,7.431611010E-2,4.049906691E0
5.871908375E0,-4.163141531E-1,-8.066339973E-2,4.855674643E0
5.881834375E0,-1.069174784E0,1.648724779E-1,5.501563346E0
5.891761375E0,-1.342365032E0,5.354554112E-1,5.426189228E0
5.901687375E0,-8.819130251E-1,6.704117797E-1,4.637132619E0
5.911613375E0,4.660654433E-1,3.606404374E-1,3.599795632E0
5.921540375E0,2.095275469E0,-4.975707894E-1,2.980488955E0
5.931466375E0,2.974926499E0,-1.982583252E0,3.207190184E0
5.941393375E0,2.676068875E0,-3.463742618E0,3.931806968E0
5.951319375E0,1.766937938E0,-4.358555770E0,4.264082599E0
5.961245375E0,5.486938729E-1,-4.534900778E0,3.388742722E0
5.971172375E0,-4.450589190E-1,-4.100073755E0,1.478041631E0
5.981098375E0,-9.354023306E-1,-3.332028823E0,-8.804953676E-1
5.991024375E0,-8.019347363E-1,-2.336010308E0,-3.084119158E0
6.000951375E0,-2.523110830E-1,-1.201281220E0,-4.552708765E0
6.010877375E0,2.569258518E-1,-1.777761135E-1,-4.847482694E0
6.020803375E0,1.632732352E0,4.210608497E-1,-4.388845809E0
6.030730375E0,2.128427574E0,8.852950546E-1,-3.405651700E0
6.040656208E0,1.827147887E0,9.892228809E-1,-2.398742453E0
6.050583208E0,1.711962417E0,4.501204151E-1,-1.536612021E0
6.060509208E0,9.401693463E-1,-1.436761750E-1,-1.069950417E0
6.070435208E0,2.307556149E-1,-6.495875790E-1,-1.034243810E0
6.080362208E0,-2.980791403E-1,-8.138194214E-1,-1.284182459E0
6.090288208E0,-6.996017381E-1,-7.774702784E-1,-1.766543251E0
6.100214208E0,-8.309550523E-1,-6.498475608E-1,-2.433638636E0
6.110141208E0,-8.001277274E-1,-3.138971742E-1,-3.055178949E0
6.120067208E0,-6.118463601E-1,7.547606064E-2,-3.475930554E0
6.129993208E0,-4.649281233E-1,4.474353006E-1,-3.590990310E0
6.139920208E0,-3.556519219E-1,6.772657397E-1,-3.476700048E0
6.149846208E0,-2.837952695E-1,7.414518685E-1,-3.216223547E0
6.159773208E0,-2.248987513E-1,7.191779237E-1,-2.855529864E0
6.169699208E0,-2.084212245E-1,7.110083402E-1,-2.407841306E0
6.179625208E0,-1.617839056E-1,7.142537642E-1,-2.023885644E0
6.189552208E0,5.954219699E-3,6.202712477E-1,-1.814454752E0
6.199478208E0,1.904879603E-1,5.190499148E-1,-1.705092523E0
6.209404208E0,3.293781893E-1,4.520705711E-1,-1.575963197E0
6.219331208E0,5.182423778E-1,4.198389278E-1,-1.301146985E0
6.229257208E0,6.383853371E-1,3.664827195E-1,-8.216372949E-1
6.239183208E0,6.620925806E-1,3.007276366E-1,-3.067905414E-1
6.249110208E0,6.358322234E-1,2.240135559E-1,3.970551789E-2
6.259036208E0,5.736193107E-1,1.850909985E-1,1.445648056E-1
6.268963208E0,4.660562705E-1,2.137216524E-1,1.046312463E-1
6.278889208E0,3.423902906E-1,3.167337682E-1,6.462459683E-2
6.288815208E0,2.963542116E-1,4.799883581E-1,1.415733701E-1
6.298742208E0,4.558717364E-1,5.756178159E-1,3.447033030E-1
6.308668208E0,7.248114967E-1,7.103234120E-1,6.991129839E-1
6.318594208E0,1.022803440E0,9.351823291E-1,1.203942872E0
6.328521208E0,1.161220483E0,1.185683187E0,1.792619494E0
6.338447208E0,1.018494262E0,1.398987714E0,2.352205634E0
6.348373208E0,7.151709730E-1,1.622159125E0,2.808738690E0
6.358300208E0,4.281684326E-1,1.788020074E0,3.102597529E0
6.368226208E0,3.504845182E-1,1.800764373E0,3.185285345E0
6.378152208E0,5.288338780E-1,1.521284422E0,3.211140563E0
6.388079208E0,7.654155124E-1,1.045525136E0,3.368199699E0
6.398005208E0,9.743637903E-1,3.833747408E-1,3.604619585E0
6.407932208E0,1.074155881E0,-3.641975545E-1,3.823813573E0
6.417858208E0,7.901949160E-1,-9.765677521E-1,4.032714708E0
6.427784208E0,2.255037189E-2,-1.220040476E0,4.134051633E0
6.437711208E0,-8.720478952E-1,-9.025717496E-1,3.930393112E0
6.447637208E0,-1.325006403E0,-6.323599275E-2,3.260501588E0
6.457563208E0,-1.092569202E0,9.694442354E-1,2.269615467E0
6.467490208E0,-3.811202737E-1,1.692389155E0,1.304823130E0
6.477416208E0,3.568042620E-1,1.698268530E0,7.920106226E-1
6.487343208E0,7.649290241E-1,1.080559752E0,9.520465761E-1
6.497269208E0,6.143119117E-1,5.526751690E-2,1.631356210E0
6.507195208E0,-1.034489393E-1,-1.014411590E0,2.326113018E0
6.517122208E0,-9.835121977E-1,-1.735526988E0,2.469560421E0
6.527048208E0,-1.860763238E0,-2.127789497E0,1.758181148E0
6.536974208E0,-2.525490208E0,-2.129689842E0,5.761594874E-1
6.546901208E0,-2.831425302E0,-1.872197468E0,-7.458971411E-1
6.556827208E0,-2.669808846E0,-1.457643181E0,-1.903925922E0
6.566753208E0,-2.209594821E0,-9.023279207E-1,-2.514493935E0
6.576680208E0,-1.614070671E0,-4.521127076E-1,-2.591514044E0
6.586606208E0,-1.022370162E0,-3.427699942E-1,-2.156219829E0
6.596532208E0,-4.664562200E-1,-4.398773723E-1,-1.269105413E0
6.606459208E0,1.164779976E-2,-6.743242979E-1,-3.901823616E-1
6.616385208E0,3.087552790E-1,-1.033753521E0,1.858022940E-1
6.626312208E0,3.235715387E-1,-1.314253958E0,2.909498495E-1
6.636238208E0,2.159748039E-1,-1.475034116E0,-7.586937726E-2
6.646164208E0,1.118107501E-1,-1.411258096E0,-7.283835608E-1
6.656091208E0,2.666764493E-1,-1.243811674E0,-1.536235460E0
6.666017208E0,5.020732916E-1,-1.115794342E0,-2.367009614E0
6.675943208E0,5.906015253E-1,-8.905872233E-1,-2.959517332E0
6.685870208E0,7.486076179E-1,-6.271609488E-1,-3.274731957E0
6.695796208E0,8.648102117E-1,-4.172408271E-1,-3.300079052E0
6.705722208E0,7.820278175E-1,-9.565977199E-2,-3.163806183E0
6.715649208E0,8.119933359E-1,2.456735979E-1,-3.186364156E0
6.725575208E0,8.609270757E-1,5.718379199E-1,-3.400174028E0
6.735501208E0,8.773119973E-1,8.551598208E-1,-3.659965820E0
6.745428208E0,8.371903038E-1,1.086262541E0,-3.824083714E0
6.755354208E0,7.546672337E-1,1.257950241E0,-3.833297172E0
6.765281208E0,7.171881893E-1,1.332080510E0,-3.586066369E0
6.775207208E0,7.232817189E-1,1.334272339E0,-3.026779608E0
6.785133208E0,7.133442298E-1,1.275413828E0,-2.278592112E0
6.795060208E0,6.086634283E-1,1.191820936E0,-1.542978469E0
6.804986208E0,3.779212620E-1,1.093774678E0,-9.573002994E-1
6.814912208E0,1.734854997E-1,9.745957055E-1,-5.271025175E-1
6.824839208E0,-2.226130016E-2,8.983143188E-1,-1.597792608E-1
6.834765208E0,-2.384908964E-1,9.519117247E-1,2.585445803E-1
6.844691208E0,-3.673812903E-1,1.037236854E0,7.327087462E-1
6.854618208E0,-5.128476635E-1,1.115497742E0,1.226150013E0
6.864544208E0,-6.835791247E-1,1.197872293E0,1.756536911E0
6.874471208E0,-7.862293343E-1,1.186177204E0,2.229697695E0
6.884397208E0,-8.218449441E-1,1.103271068E0,2.606156641E0
6.894323208E0,-8.879053248E-1,1.001429455E0,2.957909347E0
6.904250208E0,-9.590130951E-1,8.674423358E-1,3.345708969E0
6.914176208E0,-9.907008377E-1,7.484184605E-1,3.731749163E0
6.924102208E0,-1.190180062E0,6.952164725E-1,4.072023200E0
6.934029208E0,-1.400455219E0,6.923622273E-1,4.279992288E0
6.943955208E0,-1.404881269E0,6.713028223E-1,4.294452453E0
6.953881208E0,-1.177987228E0,4.876041007E-1,4.181866069E0
6.963808208E0,-1.031423552E0,1.409376590E-1,4.159539061E0
6.973734208E0,-1.499268339E0,5.708025425E-2,4.530050805E0
6.983660208E0,-2.044663579E0,2.117805230E-1,4.912156992E0
6.993587208E0,-1.878365696E0,3.774490993E-1,4.783405981E0
7.003513208E0,-9.060184640E-1,2.459631812E-1,4.187708023E0
7.013440208E0,3.551446394E-1,-2.350282484E-1,3.622337233E0
7.023366208E0,1.461358940E0,-1.199940819E0,3.538856535E0
7.033292208E0,1.998584303E0,-2.466442101E0,3.964315149E0
7.043219375E0,2.127805284E0,-3.710936291E0,4.302527457E0
7.053145375E0,1.793718625E0,-4.438576963E0,4.158457911E0
7.063071375E0,1.050846687E0,-4.423276261E0,3.098934833E0
7.072998375E0,5.057036451E-1,-4.130781285E0,1.194659833E0
7.082924375E0,1.397417298E-1,-3.403195869E0,-9.553707182E-1
7.092850375E0,-5.455817655E-3,-2.384200720E0,-2.911916319E0
7.102777375E0,3.452568881E-1,-1.274458247E0,-4.397311408E0
7.112703375E0,6.837270592E-1,-2.092287981E-1,-5.146899312E0
7.122630375E0,1.514643739E0,5.270802981E-1,-5.273108538E0
7.132556375E0,2.423489332E0,1.025059442E0,-4.856593240E0
7.142482375E0,2.241228404E0,1.326719491E0,-4.146668755E0
7.152409375E0,2.061939324E0,1.161694181E0,-3.236681786E0
7.162335375E0,1.431366817E0,5.988193484E-1,-2.361637192E0
7.172261375E0,6.928880382E-1,-1.268704002E-1,-1.801913643E0
7.182188375E0,1.228289143E-1,-7.268110983E-1,-1.596189301E0
7.192114375E0,-2.891441197E-1,-9.538086346E-1,-1.674852478E0
7.202040375E0,-4.403413124E-1,-9.604893708E-1,-1.954076906E0
7.211967375E0,-3.758345735E-1,-7.675927962E-1,-2.283332450E0
7.221893375E0,-2.982832081E-1,-3.794587874E-1,-2.533180466E0
7.231819375E0,-8.497835252E-2,1.368595641E-2,-2.663065252E0
7.241746375E0,1.293182639E-1,3.467167917E-1,-2.614296550E0
7.251672375E0,2.197591949E-1,6.075767232E-1,-2.313216400E0
7.261599375E0,2.182646466E-1,8.238184525E-1,-1.820123627E0
7.271525375E0,1.681587959E-1,9.755591074E-1,-1.350088765E0
7.281451375E0,8.997560229E-2,1.020872982E0,-1.137847116E0
7.291378375E0,1.807780009E-2,1.021333743E0,-1.164433236E0
7.301304375E0,4.230124310E-2,9.577708541E-1,-1.295169377E0
7.311230375E0,1.608408958E-1,8.721561418E-1,-1.383843572E0
7.321157375E0,3.845591674E-1,7.230783089E-1,-1.262512677E0
7.331083375E0,6.364857960E-1,5.746110716E-1,-8.707983452E-1
7.341009375E0,8.911624432E-1,4.278901052E-1,-2.927788585E-1
7.350936375E0,1.082076081E0,2.645360578E-1,3.214606208E-1
7.360862375E0,1.181064545E0,7.986043084E-2,8.148960400E-1
7.370788375E0,1.110586958E0,-7.722805090E-2,1.073515465E0
7.380715375E0,9.925984054E-1,-1.219287172E-1,1.002082955E0
7.390641375E0,9.307048237E-1,1.503279858E-2,7.032077891E-1
7.400568375E0,9.216757726E-1,2.889828827E-1,3.208992881E-1
7.410494375E0,9.689937805E-1,5.760306294E-1,4.206486940E-2
7.420420375E0,1.069987693E0,9.269703533E-1,-1.067350745E-2
7.430347375E0,1.007221342E0,1.322533907E0,5.897852540E-2
7.440273375E0,7.973611173E-1,1.594926449E0,2.731322140E-1
7.450199375E0,4.563525968E-1,1.834901441E0,5.583599782E-1
7.460126375E0,1.193917383E-1,2.008663295E0,7.990342981E-1
7.470052375E0,-2.241961353E-2,1.972713152E0,9.658688092E-1
7.479978375E0,-2.420674190E-2,1.651949227E0,1.276443084E0
7.489905375E0,8.065283820E-2,1.064580481E0,1.781430262E0
7.499831375E0,5.318086490E-2,3.721440302E-1,2.387484224E0
7.509757375E0,-1.165539383E-1,-3.236979116E-1,2.986646658E0
7.519684375E0,-3.497730582E-1,-1.006684129E0,3.403674756E0
7.529610375E0,-7.377950198E-1,-1.525204834E0,3.667293550E0
7.539537375E0,-1.326698441E0,-1.505522375E0,3.894039218E0
7.549463375E0,-1.973513343E0,-6.902640270E-1,3.956618459E0
7.559389375E0,-1.973677942E0,7.383342062E-1,3.569050972E0
